pays,mois,cat,score,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf
france,2020-06,media,217,www lequipe,0.11379845294081523,http ow,0.11360747370756367,timeline photos,0.1039351181444607,https www,0.08164494881432609,football actualites,0.05426227108596652,football article,0.02342800734513639,football match,0.023324049397706607,match direct,0.02323212788875965,direct championnat,0.022631110535101938,match http,0.021741181323562467,classement http,0.019320409352483397,championnat espagne,0.015036550764779248,football championnat,0.014930666641891353,equipes general,0.014930666641891353,page classement,0.014930666641891353,classement equipes,0.014930666641891353,nvck30qlig0 https,0.013701563790457644,journal timeline,0.013701563790457644,general timeline,0.013085273561731812,journal http,0.01298413806098286
france,2020-06,media,213,millions euros,0.018887268797390177,milliards euros,0.011163928258136219,150 euros,0.009935086422371906,millions dollars,0.0098694666075561,milliards fcfa,0.009816487585619597,milliards dollars,0.00875869055702716,000 tonnes,0.008476826027398975,milliards shillings,0.00815598754102449,10 milliards,0.00780975144653878,aide 150,0.007609961351415342,000 euros,0.006131982214188219,recettes pétrolières,0.005966108813968339,action logement,0.0057850838090325145,dépenses militaires,0.0052089818786583185,100 millions,0.005174764296508289,200 millions,0.005141255332786922,salaires soignants,0.005031363805524887,salariés difficulté,0.004958643264885012,chômeurs salariés,0.004958643264885012,banque mondiale,0.004871358836996648
france,2020-06,media,210,ministre intérieur,0.009440929307091245,emmanuel macron,0.008687010701830013,commission enquête,0.007332310579466188,assemblée nationale,0.006823628114181091,humeur apaisera,0.0067599089369503405,mouvement humeur,0.0064921646963565565,porté deux,0.006106546563702868,judiciaire porté,0.006106546563702868,récolte tempête,0.006106546563702868,ténors camp,0.006106546563702868,catholiques république,0.006106546563702868,avertissement évêques,0.006106546563702868,vent récolte,0.006106546563702868,réforme judiciaire,0.006106546563702868,est avertissement,0.006106546563702868,tempête est,0.006106546563702868,face projet,0.005952441901193056,dénonce machisme,0.005952441901193056,congo face,0.005952441901193056,ex ministre,0.0058937986910389244
france,2020-06,media,208,journal afrique,0.021614725935802624,états unis,0.008660497972290189,gouvernement union,0.007273887633464323,union nationale,0.007148160083706585,ville syrte,0.007059492418422583,vacances été,0.00581686716031417,forces gouvernement,0.005735920387169114,crise sanitaire,0.005340707155259215,puissances étrangères,0.005181529108843688,étrangères impliquées,0.005181529108843688,jamais attitude,0.005181529108843688,impliquées conflit,0.005181529108843688,plupart soignants,0.005181529108843688,volonté turquie,0.005181529108843688,dépend jamais,0.005181529108843688,turquie pousse,0.005181529108843688,armée nationale,0.005181529108843688,sort ville,0.005181529108843688,attitude puissances,0.005181529108843688,libyen volonté,0.005181529108843688
france,2020-06,media,201,ligue champions,0.024380238836444926,mercato psg,0.01775586837814296,premier league,0.015051323714816371,manchester city,0.012382595234763587,rumeurs mercato,0.012049242239724369,bayern munich,0.011839440183211609,fin saison,0.011771956465710921,mercato barcelone,0.011482979181278278,fin contrat,0.010118861608129873,joueurs fin,0.010045819785037019,terminer saison,0.009862270652478267,quitter club,0.009324086341611361,saison ligue,0.00887793418907148,manchester united,0.008568548407165425,psg barça,0.00855242694277391,meilleur buteur,0.008090398786516967,psg leonardo,0.007969189529693813,saison prochaine,0.007945892903995513,trois joueurs,0.007770071951342801,infos mercato,0.007530776399827731
france,2020-06,media,194,juin 2020,0.02407994025856616,15 juin,0.022398414084001533,22 juin,0.018513288269336063,lundi 22,0.01543996113546233,11 juillet,0.014935082516131558,lundi 15,0.014013387095420167,15 juillet,0.013115852654690834,week end,0.011860791125163016,26 juin,0.01165869588477347,portes lundi,0.01074407324665517,lundi juin,0.009958056446887993,21 juin,0.009856223446753118,juin parc,0.009264437389604968,samedi 13,0.008895011060127031,mardi juin,0.008689485472217522,13 juin,0.008616810688941759,partir 15,0.008258261622539644,heures matin,0.008227192362580396,vendredi 12,0.008120706527434006,disneyland paris,0.008058054934991376
france,2020-06,media,173,bord un,0.02303220214335943,un avion,0.018036149816722895,faux corbillard,0.016058639468404887,air france,0.01561554841164994,herbe cannabis,0.015028165903892358,vol paris,0.013636225476142405,kg herbe,0.012730223145804957,kg cannabis,0.011461930428796912,dernier vol,0.010152960642963485,un an,0.0100274428365214,passagers refusent,0.009935946649479954,avion ukrainien,0.009792337989870463,71 kg,0.009663875666369762,porter masque,0.009653508383195699,bouledogues français,0.009547667359353718,000 euros,0.009082087455417767,refusent porter,0.0087025376939687,refusé porter,0.008572255960306432,une embarcation,0.008572255960306432,vol adieu,0.0084156305997829
france,2020-06,media,173,est il,0.03388750532317208,faut il,0.03152143376718174,perturbateurs endocriniens,0.02195539306938941,pesticides eau,0.02049394467599343,résidus pesticides,0.020225091644828014,avez vous,0.014195138921030958,est ce,0.013490893752415955,vrai faux,0.012793632408720333,peut il,0.011793711799303627,traces pesticides,0.010977696534694706,va elle,0.0104839246403536,sacrifices demander,0.01002810255088376,italie va,0.01002810255088376,demander employeurs,0.01002810255088376,congés vrai,0.01002810255088376,faux sacrifices,0.01002810255088376,pensez vous,0.009671583220456435,pesticides perturbateurs,0.00956826120344042,il craindre,0.00956826120344042,va il,0.008845463196480538
france,2020-06,media,171,enjeu écologique,0.03172759601328453,culture enjeu,0.03172759601328453,déconfinement culture,0.03172759601328453,nouvelle coalition,0.029744621262454245,coalition politique,0.028258837867140806,écologique nouvelle,0.028258837867140806,politique trois,0.0280019495158596,torreton pourquoi,0.021079757160552128,acteur normand,0.019223974168145964,train théâtre,0.01733857924187619,ressemble pièce,0.01733857924187619,moi entretien,0.01733857924187619,engage aussi,0.01733857924187619,normand ressemble,0.01733857924187619,actes comédien,0.01733857924187619,questionne citoyens,0.01733857924187619,pourquoi asseoir,0.01733857924187619,entretien acteur,0.01733857924187619,théâtre expliquez,0.01733857924187619,théâtre questionne,0.01733857924187619
france,2020-06,media,166,second tour,0.05611706810248431,tour municipales,0.03806598345077566,élections municipales,0.03280708554342469,municipales 2020,0.02617745817039314,tour élections,0.02273399043733649,grandes villes,0.017397759425000926,premier tour,0.01717361220677697,deuxième tour,0.014569425668145362,municipales paris,0.01364630702392749,dimanche 28,0.013526342549222706,rassemblement national,0.01312219519272099,largement tête,0.012303144771150869,anne hidalgo,0.010751202268113725,archipel citoyen,0.010338787552350213,municipales kalaoidala,0.010228967707701549,maire sortant,0.01004566346592811,liste citoyenne,0.009890370758720641,marine pen,0.009314941100272523,union gauche,0.00921141580457657,assemblées citoyennes,0.009162238535737091
