pays,mois,cat,score,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf
canada,2020-06,nonmedia,1034,recette,0.04596730619596872,facile,0.028485566412458106,salade,0.022388098482621528,facile faire,0.01646216359206658,simple,0.014390778557883423,vraiment,0.014387523044832231,délicieux,0.012634848362671383,délicieuse,0.012490076994369693
canada,2020-06,nonmedia,555,to,0.047366904038716,you,0.01845738615131583,our,0.017440299077161738,this,0.012107869331588455,that,0.010475919531920766,will,0.009629169959450361,your,0.009301080857801998,their,0.007623005470990845
canada,2020-06,nonmedia,548,bien,0.010757613661008943,on,0.008469366784634736,jamais,0.008455740391890138,il,0.00801501794320811,qu on,0.007063125981372857,qu il,0.006863094982337423,moment,0.006057147611184882,beaucoup,0.005983750127418523
canada,2020-06,nonmedia,396,jésus,0.07184336175121596,christ,0.04472465846182519,jésus christ,0.03566377522652641,nom jésus,0.01770728417931884,amour,0.015999237461879024,seigneur jésus,0.015129239762389475,foi,0.013018742054125175,saint esprit,0.012189392480877638
canada,2020-06,nonmedia,379,photos,0.03561969237936806,timeline photos,0.03234917232325094,timeline,0.03234917232325094,https,0.01568783178004758,https www,0.011761823516911482,photos from,0.00974281515719604,post,0.009632500041666837,https guynantel,0.008414824691934062
canada,2020-06,nonmedia,276,labcdumaquillage com,0.039513336076290144,com products,0.036108235330723444,_pos,0.034963629751184,_sid,0.034963629751184,_ss,0.034963629751184,_pos _sid,0.03411913501995056,https www,0.02615772247129619,_ss pinceau,0.01626229042528532
canada,2020-06,nonmedia,227,amour,0.034543739984594236,monde,0.018365905107215825,histoire,0.017567926773417963,homme,0.012291910513694621,vie,0.011864765279177368,amitié,0.0117549685858147,amie monde,0.010622904698310068,vie mort,0.010485026703440299
canada,2020-06,nonmedia,219,loi,0.03894300646662793,projet loi,0.02845010576413264,loi 61,0.021852119123202264,gouvernement,0.016327667511285386,droits,0.009747484034246263,droits libertés,0.00742116428415418,opposition,0.006807680889234867,fondation,0.0066274375937596984
canada,2020-06,nonmedia,173,policier,0.049862438826779265,policier derek,0.04139238322635996,homme,0.035530158794629514,homme 75,0.03299418572226424,meurtre,0.027047777899249698,noir policier,0.024883672157048786,chauvin george,0.024883672157048786,tué agresseur,0.022410046487072597
canada,2020-06,nonmedia,172,la madeleine,0.04399043658182275,de,0.0392952122324859,de la,0.03809738588912833,îles de,0.033538927507541325,la,0.032727413475606745,chambres coucher,0.026552284942237218,salles bain,0.02275134166452941,intérieur,0.02219865022370012
canada,2020-06,nonmedia,164,https,0.02064533072813955,bit ly,0.01005519628071742,bit,0.010043125468391076,www,0.009231484263443269,https www,0.008839040621245351,http,0.007904217972831822,rivières,0.007838805872939853,modules,0.007762991074120629
canada,2020-06,nonmedia,145,cas,0.07399301980485036,santé publique,0.016233157510138464,cas actifs,0.015234596884662666,rétablissement,0.01467275832359926,entreprises,0.01439574015642647,services,0.014263804964856484,personnes rétablies,0.01245857619386425,cas covid,0.012351548109301162
