pays,mois,cat,score,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf
canada,2020-06,media,981,pandémie covid,0.014140089210660688,cas covid,0.011391116775565344,nouveaux cas,0.010261278222716906,santé publique,0.008979938921235582,attaque judiciaire,0.007480982057173689,judiciaire plane,0.007104058776795041,positif coronavirus,0.007104058776795041,directeur national,0.006995067865533299,national santé,0.00669724648815098,personnes infectées,0.005974077655945494,début pandémie,0.005744953058449807,première fois,0.005480311209218616,fermer jusqu,0.005214612276350882,obligatoire transport,0.005152992539742636,mesures prises,0.005087754733891538,cas décès,0.0050423731816608116,contre pandémie,0.004930077538588601,prises gouvernement,0.004806353570305621,québec protéger,0.004806353570305621,plane mesures,0.004806353570305621
canada,2020-06,media,654,donald trump,0.03196703492559367,ex conseiller,0.017966234164337958,qu il,0.014268916787282064,président américain,0.013473084612289573,maison blanche,0.013023325698152156,états unis,0.011919262514563453,un livre,0.009662081819685425,conseil sécurité,0.00912536736452721,bloquer publication,0.008965118299222745,premier ministre,0.008796262021756563,conseiller sécurité,0.008215640523921493,publication un,0.008215640523921493,sécurité onu,0.008145956648406293,fête nationale,0.007877569923192076,sécurité nationale,0.007741021264872508,religieux américains,0.006409430116700765,mandat arrêt,0.006167897997513202,25 millions,0.006099674317739925,américain donald,0.006054560835912901,gagnant gros,0.005855782353907138
canada,2020-06,media,516,14 ans,0.017577601536069336,18 ans,0.015920946791336654,ans été,0.015231377419874063,saint jérôme,0.015164595785857188,jeune homme,0.012839686993229486,saint augustin,0.011883577967696124,une peine,0.011777967410338402,accident travail,0.011777967410338402,saint martin,0.011583294709775411,50 ans,0.011488984456560299,homme 18,0.010600484668423418,13 ans,0.010218309843907081,été retrouvé,0.010045197738542398,adolescent 14,0.00994688214785899,garçon ans,0.009411426951692522,barreaux plaidé,0.009395353414130957,mourir derrière,0.009395353414130957,justice saint,0.009395353414130957,minimale 50,0.009395353414130957,avocat vendredi,0.009395353414130957
canada,2020-06,media,422,contre racisme,0.029114182431469206,états unis,0.027378795647166988,brutalité policière,0.0197501365384186,racisme brutalité,0.014738187326852612,peuples autochtones,0.014575970300263022,manifestation contre,0.012809180940164576,journée nationale,0.012599223209399317,nationale peuples,0.012049715633648466,violences policières,0.010215049417788283,sud états,0.00983299771661308,centre ville,0.009504675354712245,manifestations antiracistes,0.009483145543065893,devenu point,0.009404662647936171,service police,0.009116510644303358,milliers personnes,0.008863686731070275,dénoncer racisme,0.008621041402787176,jeunes sud,0.008499016208271358,hospitalisations malades,0.008499016208271358,records cas,0.008499016208271358,cas hausse,0.008499016208271358
canada,2020-06,media,393,cas covid,0.03827064731656701,nouveaux cas,0.03820340745974707,cas actif,0.022235092713556573,journée consécutive,0.021062073716499378,19 cas,0.015186489147787821,consécutive cas,0.012283421778874749,cas confirmé,0.012166559477905589,liés covid,0.012017148776433723,nombre cas,0.011783702229851287,confirmé covid,0.01145419872092532,cas confirmés,0.01102966696345595,cas coronavirus,0.01092090091264512,nouveau brunswick,0.010658830857031945,santé publique,0.010403864451378437,pandémie covid,0.010280441094915554,deuxième journée,0.009975446690083321,décès liés,0.00971000077905203,raison pandémie,0.009653856788502202,trois nouveaux,0.00899711616000577,infectés covid,0.00899711616000577
canada,2020-06,media,393,projet loi,0.08665031859742575,loi 61,0.05867297613044007,partis opposition,0.027171257049801445,gouvernement legault,0.016478460660000496,premier ministre,0.013519509900354533,relance économie,0.013500441205545477,assemblée nationale,0.013075463252180742,61 gouvernement,0.012764369037042853,adoption projet,0.012280218589238891,économie québécoise,0.011578834791738395,relance économique,0.011317064281144162,loi relance,0.010823997070900968,prolonger session,0.009228302476263177,session parlementaire,0.008420970757627924,parti québécois,0.008378846346146208,processus adoption,0.008224824025916611,opposition bloque,0.008224824025916611,bloque adoption,0.008224824025916611,relancer économie,0.00809556981862625,accommodements religieux,0.00807476466673028
canada,2020-06,media,374,en direct,0.018580087875279035,premier ministre,0.017288775063429636,frais covid,0.01673126337214546,dernière heure,0.016574634844769603,canadienne urgence,0.015786920663489742,prestation canadienne,0.015750311598266377,heure québec,0.014205665849153035,taxe scolaire,0.013903233228249713,legault point,0.013492776218053929,gouvernement legault,0.012847072590976864,point pandémie,0.012547122817543705,casinos salons,0.011533258085476875,urgence pcu,0.010644662082147174,donnera feu,0.010580360045029142,agente voyage,0.010580360045029142,trudeau point,0.010469999301094112,semaines annoncé,0.01040692653035013,prime covid,0.009756335325080056,point situation,0.009479477201079351,baisse taxe,0.009429859903816415
canada,2020-06,media,353,lac saint,0.08106552844763082,feu forêt,0.05747646474764734,nord lac,0.037266957708684,saguenay lac,0.03336271011814924,secteur chute,0.021584089339721512,incendie forêt,0.01850906354248134,forêt contrôle,0.01781456650415729,hectares forêt,0.017792988219625185,rage nord,0.016279138622971336,zec passes,0.016058304715144103,contre feu,0.01544921582118882,forêts contre,0.01544921582118882,protection forêts,0.01544921582118882,forêt secteur,0.01376426118440923,forêt rage,0.013272383875107612,passes lac,0.013076476435398719,dangereuses lac,0.013076476435398719,nord zec,0.013076476435398719,feu camp,0.011887705850362472,secteur chutes,0.011350780500576547
canada,2020-06,media,338,photo jour,0.037455289230173,radio canada,0.02579450619427295,envoyez nous,0.020700915516626013,images saguenay,0.018701724716286384,nous images,0.018464753895071743,orages violents,0.01762601846125788,soirée quiz,0.014232011914989684,risque orages,0.01360125433911737,photos saguenay,0.013123800408375897,photos from,0.012928391407342666,début semaine,0.012417125592881925,week end,0.012330259913893967,ca photo,0.010294736954102513,prend nouvelles,0.009966340986661838,abattre début,0.00947683912456815,amorce annonce,0.00947683912456815,semaine amorce,0.00947683912456815,ensoleillée chaude,0.00947683912456815,annonce ensoleillée,0.00947683912456815,canicule devrait,0.009251137766813812
canada,2020-06,media,329,jusqu au,0.039171054012523195,rivière ouelle,0.025521969139090925,état urgence,0.017113605104473236,au 31,0.013530742326821896,centre ville,0.013274254444989997,feu tourbière,0.011998418237104142,au 21,0.01185876924832383,accélérée préposé,0.011355584202737195,municipalité rivière,0.010988403816809302,maison aînés,0.010798576413393728,fermeture frontière,0.010301461436431824,formation accélérée,0.009546884580198114,au 15,0.009114596132269169,préposé bénéficiaires,0.008986346817595267,proposé poste,0.008714102522241411,passant travers,0.008714102522241411,bénéficiaires or,0.008714102522241411,un travail,0.008714102522241411,processus sélection,0.008714102522241411,sélection formation,0.008714102522241411
canada,2020-06,media,321,50 personnes,0.0531764796428805,rassemblements intérieurs,0.039434908978755345,intérieurs 50,0.036686313188164746,presse canadienne,0.02454828693276524,12 jours,0.02382945770327474,lieux publics,0.022204448705515207,personnes permis,0.019085209586707726,publique dr,0.01802214489803037,santé publique,0.016201323218035836,absenté pays,0.015833232050144405,juin rassemblements,0.015833232050144405,jours effectuer,0.015833232050144405,effectuer voyage,0.015833232050144405,pays 12,0.015833232050144405,sanitaire québec,0.01564630736549277,voyage affaires,0.014700061521665992,affaires agrément,0.014700061521665992,agrément maroc,0.014700061521665992,rassemblements 50,0.014529679498440286,appris presse,0.013768175020968065
canada,2020-06,media,314,donald trump,0.030492092525942188,qu il,0.020346036834057682,rien faire,0.018154379557738683,vraiment désolé,0.016828847427793364,oui je,0.016828847427793364,parents nick,0.016828847427793364,nick lavoie,0.016828847427793364,êtes parents,0.016828847427793364,lavoie oui,0.016828847427793364,désolé rien,0.016828847427793364,chronique vous,0.016828847427793364,je vraiment,0.01663016866223696,vous êtes,0.016446220856704916,premier ministre,0.011389464043519277,démocrate joe,0.010403911285357932,qu un,0.010368556554831815,candidat démocrate,0.010080815854765425,racisme systémique,0.009634563449073532,pris avance,0.009274674636093326,sorti urgence,0.009274674636093326
