pays,mois,cat,score,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf,terme,tfidf
belgique,2020-06,nonmedia,17823,été,0.00888640230950494,faire,0.0056005535446133625,bien,0.0052273280366184425,monde,0.0038988547445642416,pays,0.003812725793569635,nouvelle,0.003784050038900802,crise,0.0036317214463202413,temps,0.003574283063291758
belgique,2020-06,nonmedia,1974,post,0.07425185844138678,été,0.006814216420891675,boutique,0.006554843816933284,france,0.005993493363621986,faire,0.005760307526937031,trésors lore,0.0055473925274935705,trésors,0.005458363533650696,vous,0.005456957534739552
belgique,2020-06,nonmedia,872,18h,0.012908308234813877,est,0.00936398379843039,place émile,0.009334597541524662,dimanche,0.00917042355965434,dour lundi,0.009012582470761496,9h 18h,0.008597069748719351,9h,0.008452077609535428,dimanche 9h,0.008319967373967636
belgique,2020-06,nonmedia,670,plus,0.05961070489327241,juin,0.031190570705423096,procès,0.017751623894439548,juin 2020,0.016289450650206906,assemblée,0.016022970392298923,assemblée nationale,0.014735942577664187,république,0.013743149281662535,cas,0.01313753786528207
belgique,2020-06,nonmedia,574,https,0.056523540417221546,youtu be,0.04651999531420133,https www,0.03763334490472703,https youtu,0.02856529567306506,barcelone tv,0.012897595332898897,ly,0.011582895073615191,bit ly,0.01147871995738859,bit,0.011447549383733874
belgique,2020-06,nonmedia,385,été,0.014967924982010678,nouvelle,0.007230199028758736,juin,0.005987098568469264,crise,0.005042660879213493,être,0.005034629717528343,tour jour,0.004902680854952848,pays,0.00471966401415179,jour,0.004575074873582438
belgique,2020-06,nonmedia,339,faire,0.0139467179512431,monde,0.009850969521980528,appel travailleur,0.008278321601926038,recherche,0.007961020956143827,raisons faire,0.007696465421140776,appel,0.007318163535737892,faire appel,0.007018587674743042,pays,0.006729986914707342
belgique,2020-06,nonmedia,336,leforem,0.04999558083909434,leforem be,0.04999558083909434,emploi jsp,0.048925914190641115,jsp index,0.048925914190641115,index jsp,0.04884215351461672,jobdetail jobid,0.048463532169542176,jobdetail,0.04842238838790044,jsp jobdetail,0.04837847061162824
belgique,2020-06,nonmedia,307,été,0.011029365910000364,juin,0.008925516228996023,monde,0.0064640179573080695,année,0.005872243464737267,mois,0.005525994389465121,qu il,0.005439797134556985,nouvelle,0.005102968864227474,crise,0.004902943361933191
belgique,2020-06,nonmedia,300,un,0.023183995874724393,music,0.019684415377120342,cliquant œil,0.017256178135568283,possibilité écouter,0.017256178135568283,trouve photo,0.017256178135568283,artiste cliquant,0.017256178135568283,avez possibilité,0.016892912197944775,est,0.015709296423099293
belgique,2020-06,nonmedia,282,été,0.014354411310829658,nouvelle,0.009815556081894756,bien,0.007081689366339306,faire,0.006991674623258389,crise,0.00692503717522729,confinement,0.005715036453310431,choses,0.0052391508191445765,masques,0.005143444061422019
belgique,2020-06,nonmedia,270,vente privée,0.02262584965826929,bit ly,0.02172229496193958,vente,0.01825176384621139,com,0.01481569071994538,recrute,0.012980838938619227,ici https,0.01280894944731872,ici,0.012630576107208242,ville,0.011144287124497226
